,SubjID,Opt1Item1,Opt1Item2,Opt2Item1,Opt2Item2,OnsetTime,Run,ReactionTime,Button,Choice,Opt1Code,Opt1Type,Opt2Code,Opt2Type,Consistent,Opt1Item1Value,Opt1Item2Value,Opt2Item1Value,Opt2Item2Value,Opt1Item1Rank,Opt1Item2Rank,Opt2Item1Rank,Opt2Item2Rank,Opt1Value,Opt2Value,ValueDiff,Opt1Rank,Opt2Rank
2576,3308,18,0,1,0,146.1,1,0.98046,1,2,47.0,1.0,28,1.0,1,-21.2366757133,,8.27526822156,,4.0,,33.0,,-21.2366757133,8.27526822156,-29.5119439349,4.0,33.0
2578,3308,13,13,1,0,151.09,1,1.2586,1,2,34.0,2.0,28,1.0,1,1.82354694602,1.82354694602,8.27526822156,,17.0,17.0,33.0,,7.49505642544,8.27526822156,-0.78021179612,32.0,33.0
2580,3308,13,1,1,0,157.12,1,2.4268,2,2,21.0,3.0,28,1.0,0,1.82354694602,8.27526822156,8.27526822156,,17.0,33.0,33.0,,7.34310397269,8.27526822156,-0.93216424887,31.0,33.0
2581,3308,23,13,1,0,161.56,1,1.5744,1,2,22.0,3.0,28,1.0,0,0.0823119278704,1.82354694602,8.27526822156,,12.0,17.0,33.0,,6.10903022473,8.27526822156,-2.16623799683,27.0,33.0
2583,3308,19,0,1,0,167.64,1,2.5321,1,2,14.0,1.0,28,1.0,0,0.861916270369,,8.27526822156,,14.0,,33.0,,0.861916270369,8.27526822156,-7.41335195119,14.0,33.0
2585,3308,23,19,1,0,174.1,1,1.1971,1,2,19.0,3.0,28,1.0,0,0.0823119278704,0.861916270369,8.27526822156,,12.0,14.0,33.0,,3.58981454553,8.27526822156,-4.68545367603,20.0,33.0
2586,3308,2,2,1,0,178.57,1,1.2447,2,2,41.0,2.0,28,1.0,1,-1.2217965418,-1.2217965418,8.27526822156,,10.0,10.0,33.0,,-0.00022440255967,8.27526822156,-8.27549262412,11.0,33.0
2588,3308,15,0,1,0,183.61,1,1.243,1,2,35.0,1.0,28,1.0,1,0.430285512184,,8.27526822156,,13.0,,33.0,,0.430285512184,8.27526822156,-7.84498270938,13.0,33.0
2590,3308,17,17,1,0,189.62,1,1.4728,2,2,3.0,2.0,28,1.0,0,3.2908729085,3.2908729085,8.27526822156,,19.0,19.0,33.0,,6.42302978547,8.27526822156,-1.85223843609,28.0,33.0
2591,3308,23,23,1,0,194.07,1,1.5212,1,2,20.0,2.0,28,1.0,0,0.0823119278704,0.0823119278704,8.27526822156,,12.0,12.0,33.0,,6.97912778259,8.27526822156,-1.29614043897,30.0,33.0
2593,3308,30,30,1,0,199.11,1,1.7276,2,2,6.0,2.0,28,1.0,0,-8.19983789713,-8.19983789713,8.27526822156,,6.0,6.0,33.0,,1.09914342761,8.27526822156,-7.17612479395,15.0,33.0
2595,3308,15,15,1,0,204.59,1,1.125,2,2,30.0,2.0,28,1.0,1,0.430285512184,0.430285512184,8.27526822156,,13.0,13.0,33.0,,6.51778122636,8.27526822156,-1.7574869952,29.0,33.0
2597,3308,2,0,1,0,209.62,1,1.2159,1,2,42.0,1.0,28,1.0,1,-1.2217965418,,8.27526822156,,10.0,,33.0,,-1.2217965418,8.27526822156,-9.49706476336,10.0,33.0
2599,3308,3,3,1,0,221.12,1,1.2477,2,2,37.0,2.0,28,1.0,1,-6.81123358374,-6.81123358374,8.27526822156,,7.0,7.0,33.0,,5.36297236205,8.27526822156,-2.91229585951,26.0,33.0
2600,3308,16,16,1,0,225.56,1,1.8503,1,2,54.0,2.0,28,1.0,1,-36.7370244431,-36.7370244431,8.27526822156,,1.0,1.0,33.0,,-6.8080285438,8.27526822156,-15.0832967654,8.0,33.0
2601,3308,30,0,1,0,230.08,1,1.3826,2,2,7.0,1.0,28,1.0,0,-8.19983789713,,8.27526822156,,6.0,,33.0,,-8.19983789713,8.27526822156,-16.4751061187,6.0,33.0
2603,3308,23,0,1,0,237.12,1,2.9777,2,2,23.0,1.0,28,1.0,0,0.0823119278704,,8.27526822156,,12.0,,33.0,,0.0823119278704,8.27526822156,-8.19295629369,12.0,33.0
2605,3308,16,19,1,0,243.63,1,1.1556,1,2,48.0,3.0,28,1.0,1,-36.7370244431,0.861916270369,8.27526822156,,1.0,14.0,33.0,,-27.2726697585,8.27526822156,-35.5479379801,3.0,33.0
2607,3308,17,3,1,0,250.63,1,1.1607,1,2,11.0,3.0,28,1.0,0,3.2908729085,-6.81123358374,8.27526822156,,19.0,7.0,33.0,,5.31194213466,8.27526822156,-2.9633260869,25.0,33.0
2609,3308,17,0,1,0,256.11,1,1.1012,1,2,4.0,1.0,28,1.0,0,3.2908729085,,8.27526822156,,19.0,,33.0,,3.2908729085,8.27526822156,-4.98439531306,19.0,33.0
2611,3308,2,3,1,0,262.09,1,1.0513,2,2,39.0,3.0,28,1.0,1,-1.2217965418,-6.81123358374,8.27526822156,,10.0,7.0,33.0,,2.03296399842,8.27526822156,-6.24230422314,18.0,33.0
2613,3308,3,0,1,0,268.61,1,1.3105,2,2,16.0,1.0,28,1.0,0,-6.81123358374,,8.27526822156,,7.0,,33.0,,-6.81123358374,8.27526822156,-15.0865018053,7.0,33.0
2615,3308,1,1,1,0,273.6,1,1.4575,1,1,26.0,2.0,28,1.0,1,8.27526822156,8.27526822156,8.27526822156,,33.0,33.0,33.0,,18.4204964466,8.27526822156,10.145228225,35.0,33.0
2617,3308,13,0,1,0,282.59,1,1.7464,1,2,33.0,1.0,28,1.0,1,1.82354694602,,8.27526822156,,17.0,,33.0,,1.82354694602,8.27526822156,-6.45172127554,17.0,33.0
2619,3308,16,0,1,0,291.63,1,1.8051,2,2,53.0,1.0,28,1.0,1,-36.7370244431,,8.27526822156,,1.0,,33.0,,-36.7370244431,8.27526822156,-45.0122926647,1.0,33.0
2621,3308,1,17,1,0,297.15,1,2.6539,1,1,1.0,3.0,28,1.0,1,8.27526822156,3.2908729085,8.27526822156,,33.0,19.0,33.0,,17.8005611052,8.27526822156,9.52529288364,34.0,33.0
2623,3308,2,15,1,0,302.62,1,1.5598,2,2,32.0,3.0,28,1.0,1,-1.2217965418,0.430285512184,8.27526822156,,10.0,13.0,33.0,,4.50688565439,8.27526822156,-3.76838256717,21.0,33.0
2625,3308,19,19,1,0,307.62,1,2.0189,1,2,13.0,2.0,28,1.0,0,0.861916270369,0.861916270369,8.27526822156,,14.0,14.0,33.0,,5.01487958866,8.27526822156,-3.2603886329,24.0,33.0
2627,3308,13,13,1,0,313.62,1,2.2458,1,2,34.0,2.0,28,1.0,1,1.82354694602,1.82354694602,8.27526822156,,17.0,17.0,33.0,,7.49505642544,8.27526822156,-0.78021179612,32.0,33.0
2629,3308,2,2,1,0,318.6,1,1.5664,1,2,41.0,2.0,28,1.0,1,-1.2217965418,-1.2217965418,8.27526822156,,10.0,10.0,33.0,,-0.00022440255967,8.27526822156,-8.27549262412,11.0,33.0
2630,3308,18,16,1,0,323.07,1,2.1597,1,2,52.0,3.0,28,1.0,1,-21.2366757133,-36.7370244431,8.27526822156,,4.0,1.0,33.0,,-33.0116298486,8.27526822156,-41.2868980702,2.0,33.0
2632,3308,30,16,23,13,0.0,0,19.98,0,2,17.0,3.0,22,3.0,0,-8.19983789713,-36.7370244431,0.0823119278704,1.82354694602,6.0,1.0,12.0,17.0,-10.4177152649,6.10903022473,-16.5267454896,5.0,27.0
2633,3308,17,0,19,0,0.0,0,2.4278,0,1,4.0,1.0,14,1.0,1,3.2908729085,,0.861916270369,,19.0,,14.0,,3.2908729085,0.861916270369,2.42895663813,19.0,14.0
2634,3308,2,2,16,0,0.0,0,1.4676,0,1,41.0,2.0,53,1.0,1,-1.2217965418,-1.2217965418,-36.7370244431,,10.0,10.0,1.0,,-0.00022440255967,-36.7370244431,36.7368000405,11.0,1.0
2635,3308,13,13,2,2,0.0,0,1.8088,0,1,34.0,2.0,41,2.0,1,1.82354694602,1.82354694602,-1.2217965418,-1.2217965418,17.0,17.0,10.0,10.0,7.49505642544,-0.00022440255967,7.495280828,32.0,11.0
2636,3308,13,1,15,15,0.0,0,2.7423,0,1,21.0,3.0,30,2.0,1,1.82354694602,8.27526822156,0.430285512184,0.430285512184,17.0,33.0,13.0,13.0,7.34310397269,6.51778122636,0.82532274633,31.0,29.0
2637,3308,3,0,13,1,0.0,0,2.1323,0,2,16.0,1.0,21,3.0,0,-6.81123358374,,1.82354694602,8.27526822156,7.0,,17.0,33.0,-6.81123358374,7.34310397269,-14.1543375564,7.0,31.0
2638,3308,13,13,2,3,0.0,0,1.2869,0,1,34.0,2.0,39,3.0,1,1.82354694602,1.82354694602,-1.2217965418,-6.81123358374,17.0,17.0,10.0,7.0,7.49505642544,2.03296399842,5.46209242702,32.0,18.0
2639,3308,17,3,3,0,0.0,0,1.1344,0,1,11.0,3.0,16,1.0,1,3.2908729085,-6.81123358374,-6.81123358374,,19.0,7.0,7.0,,5.31194213466,-6.81123358374,12.1231757184,25.0,7.0
2640,3308,3,0,23,23,0.0,0,1.1097,0,2,16.0,1.0,20,2.0,0,-6.81123358374,,0.0823119278704,0.0823119278704,7.0,,12.0,12.0,-6.81123358374,6.97912778259,-13.7903613663,7.0,30.0
2641,3308,30,30,19,19,0.0,0,1.7859,0,1,6.0,2.0,13,2.0,1,-8.19983789713,-8.19983789713,0.861916270369,0.861916270369,6.0,6.0,14.0,14.0,1.09914342761,5.01487958866,-3.91573616105,15.0,24.0
2642,3308,1,0,15,0,0.0,0,1.1298,0,1,28.0,1.0,35,1.0,1,8.27526822156,,0.430285512184,,33.0,,13.0,,8.27526822156,0.430285512184,7.84498270938,33.0,13.0
2643,3308,23,19,23,13,0.0,0,2.0452,0,2,19.0,3.0,22,3.0,0,0.0823119278704,0.861916270369,0.0823119278704,1.82354694602,12.0,14.0,12.0,17.0,3.58981454553,6.10903022473,-2.5192156792,20.0,27.0
2644,3308,19,19,3,0,0.0,0,1.4739,0,1,13.0,2.0,16,1.0,1,0.861916270369,0.861916270369,-6.81123358374,,14.0,14.0,7.0,,5.01487958866,-6.81123358374,11.8261131724,24.0,7.0
2645,3308,2,2,16,0,0.0,0,0.91995,0,1,41.0,2.0,53,1.0,1,-1.2217965418,-1.2217965418,-36.7370244431,,10.0,10.0,1.0,,-0.00022440255967,-36.7370244431,36.7368000405,11.0,1.0
2646,3308,23,19,1,1,0.0,0,0.80938,0,2,19.0,3.0,26,2.0,0,0.0823119278704,0.861916270369,8.27526822156,8.27526822156,12.0,14.0,33.0,33.0,3.58981454553,18.4204964466,-14.8306819011,20.0,35.0
2647,3308,1,17,17,0,0.0,0,1.4129,0,1,1.0,3.0,4,1.0,1,8.27526822156,3.2908729085,3.2908729085,,33.0,19.0,19.0,,17.8005611052,3.2908729085,14.5096881967,34.0,19.0
2648,3308,30,16,23,23,0.0,0,2.0436,0,2,17.0,3.0,20,2.0,0,-8.19983789713,-36.7370244431,0.0823119278704,0.0823119278704,6.0,1.0,12.0,12.0,-10.4177152649,6.97912778259,-17.3968430475,5.0,30.0
2649,3308,2,15,3,3,0.0,0,1.3785,0,2,32.0,3.0,37,2.0,0,-1.2217965418,0.430285512184,-6.81123358374,-6.81123358374,10.0,13.0,7.0,7.0,4.50688565439,5.36297236205,-0.85608670766,21.0,26.0
2650,3308,18,13,18,0,0.0,0,1.4832,0,1,40.0,3.0,47,1.0,1,-21.2366757133,1.82354694602,-21.2366757133,,4.0,17.0,4.0,,1.11912017387,-21.2366757133,22.3557958872,16.0,4.0
2651,3308,21,0,30,0,0.0,0,1.7113,0,1,2.0,1.0,7,1.0,1,4.98717889659,,-8.19983789713,,23.0,,6.0,,4.98717889659,-8.19983789713,13.1870167937,23.0,6.0
2652,3308,23,19,23,13,0.0,0,2.2657,0,2,19.0,3.0,22,3.0,0,0.0823119278704,0.861916270369,0.0823119278704,1.82354694602,12.0,14.0,12.0,17.0,3.58981454553,6.10903022473,-2.5192156792,20.0,27.0
2653,3308,18,13,16,19,0.0,0,1.9721,0,1,40.0,3.0,48,3.0,1,-21.2366757133,1.82354694602,-36.7370244431,0.861916270369,4.0,17.0,1.0,14.0,1.11912017387,-27.2726697585,28.3917899324,16.0,3.0
2654,3308,2,15,15,0,0.0,0,1.457,0,1,32.0,3.0,35,1.0,1,-1.2217965418,0.430285512184,0.430285512184,,10.0,13.0,13.0,,4.50688565439,0.430285512184,4.07660014221,21.0,13.0
2655,3308,15,15,13,13,0.0,0,1.9423,0,2,30.0,2.0,34,2.0,0,0.430285512184,0.430285512184,1.82354694602,1.82354694602,13.0,13.0,17.0,17.0,6.51778122636,7.49505642544,-0.97727519908,29.0,32.0
2656,3308,23,23,23,0,0.0,0,1.0099,0,1,20.0,2.0,23,1.0,1,0.0823119278704,0.0823119278704,0.0823119278704,,12.0,12.0,12.0,,6.97912778259,0.0823119278704,6.89681585472,30.0,12.0
2657,3308,21,0,30,30,0.0,0,1.2693,0,1,2.0,1.0,6,2.0,1,4.98717889659,,-8.19983789713,-8.19983789713,23.0,,6.0,6.0,4.98717889659,1.09914342761,3.88803546898,23.0,15.0
2658,3308,1,0,13,13,0.0,0,1.7241,0,2,28.0,1.0,34,2.0,0,8.27526822156,,1.82354694602,1.82354694602,33.0,,17.0,17.0,8.27526822156,7.49505642544,0.78021179612,33.0,32.0
2659,3308,3,0,23,23,0.0,0,1.3463,0,2,16.0,1.0,20,2.0,0,-6.81123358374,,0.0823119278704,0.0823119278704,7.0,,12.0,12.0,-6.81123358374,6.97912778259,-13.7903613663,7.0,30.0
2660,3308,30,0,19,0,0.0,0,1.7264,0,2,7.0,1.0,14,1.0,0,-8.19983789713,,0.861916270369,,6.0,,14.0,,-8.19983789713,0.861916270369,-9.0617541675,6.0,14.0
2661,3308,1,0,13,0,0.0,0,1.0872,0,1,28.0,1.0,33,1.0,1,8.27526822156,,1.82354694602,,33.0,,17.0,,8.27526822156,1.82354694602,6.45172127554,33.0,17.0
2662,3308,19,0,30,16,0.0,0,1.2584,0,1,14.0,1.0,17,3.0,1,0.861916270369,,-8.19983789713,-36.7370244431,14.0,,6.0,1.0,0.861916270369,-10.4177152649,11.2796315353,14.0,5.0
2663,3308,23,19,23,13,0.0,0,2.0005,0,2,19.0,3.0,22,3.0,0,0.0823119278704,0.861916270369,0.0823119278704,1.82354694602,12.0,14.0,12.0,17.0,3.58981454553,6.10903022473,-2.5192156792,20.0,27.0
2664,3308,13,0,3,3,0.0,0,1.2262,0,2,33.0,1.0,37,2.0,0,1.82354694602,,-6.81123358374,-6.81123358374,17.0,,7.0,7.0,1.82354694602,5.36297236205,-3.53942541603,17.0,26.0
2665,3308,15,0,2,0,0.0,0,1.491,0,2,35.0,1.0,42,1.0,0,0.430285512184,,-1.2217965418,,13.0,,10.0,,0.430285512184,-1.2217965418,1.65208205398,13.0,10.0
2666,3308,23,0,13,0,0.0,0,1.5013,0,1,23.0,1.0,33,1.0,1,0.0823119278704,,1.82354694602,,12.0,,17.0,,0.0823119278704,1.82354694602,-1.74123501815,12.0,17.0
2667,3308,3,3,18,0,0.0,0,0.99901,0,1,37.0,2.0,47,1.0,1,-6.81123358374,-6.81123358374,-21.2366757133,,7.0,7.0,4.0,,5.36297236205,-21.2366757133,26.5996480753,26.0,4.0
2668,3308,23,23,1,0,0.0,0,1.4783,0,2,20.0,2.0,28,1.0,0,0.0823119278704,0.0823119278704,8.27526822156,,12.0,12.0,33.0,,6.97912778259,8.27526822156,-1.29614043897,30.0,33.0
2669,3308,30,16,13,1,0.0,0,1.2952,0,2,17.0,3.0,21,3.0,0,-8.19983789713,-36.7370244431,1.82354694602,8.27526822156,6.0,1.0,17.0,33.0,-10.4177152649,7.34310397269,-17.7608192376,5.0,31.0
2670,3308,21,0,17,3,0.0,0,1.4396,0,2,2.0,1.0,11,3.0,0,4.98717889659,,3.2908729085,-6.81123358374,23.0,,19.0,7.0,4.98717889659,5.31194213466,-0.32476323807,23.0,25.0
2671,3308,21,0,30,30,0.0,0,1.0542,0,1,2.0,1.0,6,2.0,1,4.98717889659,,-8.19983789713,-8.19983789713,23.0,,6.0,6.0,4.98717889659,1.09914342761,3.88803546898,23.0,15.0
2672,3308,13,13,18,13,0.0,0,1.1423,0,1,34.0,2.0,40,3.0,1,1.82354694602,1.82354694602,-21.2366757133,1.82354694602,17.0,17.0,4.0,17.0,7.49505642544,1.11912017387,6.37593625157,32.0,16.0
2673,3308,15,0,2,0,0.0,0,1.0317,0,1,35.0,1.0,42,1.0,1,0.430285512184,,-1.2217965418,,13.0,,10.0,,0.430285512184,-1.2217965418,1.65208205398,13.0,10.0
2674,3308,30,16,23,23,0.0,0,1.214,0,2,17.0,3.0,20,2.0,0,-8.19983789713,-36.7370244431,0.0823119278704,0.0823119278704,6.0,1.0,12.0,12.0,-10.4177152649,6.97912778259,-17.3968430475,5.0,30.0
2675,3308,17,0,17,3,0.0,0,1.061,0,2,4.0,1.0,11,3.0,0,3.2908729085,,3.2908729085,-6.81123358374,19.0,,19.0,7.0,3.2908729085,5.31194213466,-2.02106922616,19.0,25.0
2676,3308,23,19,1,1,0.0,0,0.81671,0,2,19.0,3.0,26,2.0,0,0.0823119278704,0.861916270369,8.27526822156,8.27526822156,12.0,14.0,33.0,33.0,3.58981454553,18.4204964466,-14.8306819011,20.0,35.0
2677,3308,23,0,13,0,0.0,0,1.9595,0,2,23.0,1.0,33,1.0,0,0.0823119278704,,1.82354694602,,12.0,,17.0,,0.0823119278704,1.82354694602,-1.74123501815,12.0,17.0
2678,3308,15,0,18,13,0.0,0,2.102,0,2,35.0,1.0,40,3.0,0,0.430285512184,,-21.2366757133,1.82354694602,13.0,,4.0,17.0,0.430285512184,1.11912017387,-0.688834661686,13.0,16.0
2679,3308,15,15,15,0,0.0,0,0.79277,0,1,30.0,2.0,35,1.0,1,0.430285512184,0.430285512184,0.430285512184,,13.0,13.0,13.0,,6.51778122636,0.430285512184,6.08749571418,29.0,13.0
2680,3308,1,1,2,15,0.0,0,0.81232,0,1,26.0,2.0,32,3.0,1,8.27526822156,8.27526822156,-1.2217965418,0.430285512184,33.0,33.0,10.0,13.0,18.4204964466,4.50688565439,13.9136107922,35.0,21.0
2681,3308,9,9,15,23,0.0,0,1.4665,0,1,15.0,2.0,18,3.0,1,-3.94354604689,-3.94354604689,0.430285512184,0.0823119278704,9.0,9.0,13.0,12.0,21.8555340514,4.98401240866,16.8715216427,36.0,22.0
2682,3308,15,15,13,13,0.0,0,2.2803,0,2,30.0,2.0,34,2.0,0,0.430285512184,0.430285512184,1.82354694602,1.82354694602,13.0,13.0,17.0,17.0,6.51778122636,7.49505642544,-0.97727519908,29.0,32.0
2683,3308,1,17,30,0,0.0,0,1.2455,0,1,1.0,3.0,7,1.0,1,8.27526822156,3.2908729085,-8.19983789713,,33.0,19.0,6.0,,17.8005611052,-8.19983789713,26.0003990023,34.0,6.0
2684,3308,17,0,17,3,0.0,0,1.0742,0,2,4.0,1.0,11,3.0,0,3.2908729085,,3.2908729085,-6.81123358374,19.0,,19.0,7.0,3.2908729085,5.31194213466,-2.02106922616,19.0,25.0
2685,3308,17,17,19,19,0.0,0,0.9832,0,1,3.0,2.0,13,2.0,1,3.2908729085,3.2908729085,0.861916270369,0.861916270369,19.0,19.0,14.0,14.0,6.42302978547,5.01487958866,1.40815019681,28.0,24.0
2686,3308,2,3,2,0,0.0,0,0.80902,0,1,39.0,3.0,42,1.0,1,-1.2217965418,-6.81123358374,-1.2217965418,,10.0,7.0,10.0,,2.03296399842,-1.2217965418,3.25476054022,18.0,10.0
2687,3308,1,0,13,13,0.0,0,1.178,0,2,28.0,1.0,34,2.0,0,8.27526822156,,1.82354694602,1.82354694602,33.0,,17.0,17.0,8.27526822156,7.49505642544,0.78021179612,33.0,32.0
2688,3308,23,13,1,0,0.0,0,1.3534,0,1,22.0,3.0,28,1.0,1,0.0823119278704,1.82354694602,8.27526822156,,12.0,17.0,33.0,,6.10903022473,8.27526822156,-2.16623799683,27.0,33.0
2689,3308,17,17,17,3,0.0,0,1.42,0,1,3.0,2.0,11,3.0,1,3.2908729085,3.2908729085,3.2908729085,-6.81123358374,19.0,19.0,19.0,7.0,6.42302978547,5.31194213466,1.11108765081,28.0,25.0
2690,3308,13,0,2,3,0.0,0,1.5571,0,1,33.0,1.0,39,3.0,1,1.82354694602,,-1.2217965418,-6.81123358374,17.0,,10.0,7.0,1.82354694602,2.03296399842,-0.2094170524,17.0,18.0
2691,3308,30,0,19,0,0.0,0,1.5643,0,2,7.0,1.0,14,1.0,0,-8.19983789713,,0.861916270369,,6.0,,14.0,,-8.19983789713,0.861916270369,-9.0617541675,6.0,14.0
2692,3308,23,0,2,15,0.0,0,2.6563,0,2,23.0,1.0,32,3.0,0,0.0823119278704,,-1.2217965418,0.430285512184,12.0,,10.0,13.0,0.0823119278704,4.50688565439,-4.42457372652,12.0,21.0
2693,3308,13,1,15,15,0.0,0,1.702,0,1,21.0,3.0,30,2.0,1,1.82354694602,8.27526822156,0.430285512184,0.430285512184,17.0,33.0,13.0,13.0,7.34310397269,6.51778122636,0.82532274633,31.0,29.0
2694,3308,13,0,18,13,0.0,0,1.1292,0,1,33.0,1.0,40,3.0,1,1.82354694602,,-21.2366757133,1.82354694602,17.0,,4.0,17.0,1.82354694602,1.11912017387,0.70442677215,17.0,16.0
2695,3308,23,13,1,0,0.0,0,1.4576,0,1,22.0,3.0,28,1.0,1,0.0823119278704,1.82354694602,8.27526822156,,12.0,17.0,33.0,,6.10903022473,8.27526822156,-2.16623799683,27.0,33.0
2696,3308,9,9,15,23,0.0,0,0.819,0,1,15.0,2.0,18,3.0,1,-3.94354604689,-3.94354604689,0.430285512184,0.0823119278704,9.0,9.0,13.0,12.0,21.8555340514,4.98401240866,16.8715216427,36.0,22.0
2697,3308,3,3,2,0,0.0,0,1.2226,0,1,37.0,2.0,42,1.0,1,-6.81123358374,-6.81123358374,-1.2217965418,,7.0,7.0,10.0,,5.36297236205,-1.2217965418,6.58476890385,26.0,10.0
2698,3308,17,3,30,16,0.0,0,1.1872,0,1,11.0,3.0,17,3.0,1,3.2908729085,-6.81123358374,-8.19983789713,-36.7370244431,19.0,7.0,6.0,1.0,5.31194213466,-10.4177152649,15.7296573996,25.0,5.0
2699,3308,17,0,19,19,0.0,0,2.113,0,1,4.0,1.0,13,2.0,1,3.2908729085,,0.861916270369,0.861916270369,19.0,,14.0,14.0,3.2908729085,5.01487958866,-1.72400668016,19.0,24.0
2700,3308,23,13,2,15,0.0,0,3.9183,0,1,22.0,3.0,32,3.0,1,0.0823119278704,1.82354694602,-1.2217965418,0.430285512184,12.0,17.0,10.0,13.0,6.10903022473,4.50688565439,1.60214457034,27.0,21.0
2701,3308,30,30,19,0,0.0,0,1.3171,0,2,6.0,2.0,14,1.0,0,-8.19983789713,-8.19983789713,0.861916270369,,6.0,6.0,14.0,,1.09914342761,0.861916270369,0.237227157241,15.0,14.0
2702,3308,23,0,13,0,0.0,0,1.3234,0,2,23.0,1.0,33,1.0,0,0.0823119278704,,1.82354694602,,12.0,,17.0,,0.0823119278704,1.82354694602,-1.74123501815,12.0,17.0
2703,3308,30,0,3,0,0.0,0,1.3567,0,1,7.0,1.0,16,1.0,1,-8.19983789713,,-6.81123358374,,6.0,,7.0,,-8.19983789713,-6.81123358374,-1.38860431339,6.0,7.0
2704,3308,15,0,2,2,0.0,0,1.3066,0,1,35.0,1.0,41,2.0,1,0.430285512184,,-1.2217965418,-1.2217965418,13.0,,10.0,10.0,0.430285512184,-0.00022440255967,0.430509914744,13.0,11.0
2705,3308,30,16,13,1,0.0,0,1.1565,0,2,17.0,3.0,21,3.0,0,-8.19983789713,-36.7370244431,1.82354694602,8.27526822156,6.0,1.0,17.0,33.0,-10.4177152649,7.34310397269,-17.7608192376,5.0,31.0
2706,3308,1,17,30,30,0.0,0,1.095,0,1,1.0,3.0,6,2.0,1,8.27526822156,3.2908729085,-8.19983789713,-8.19983789713,33.0,19.0,6.0,6.0,17.8005611052,1.09914342761,16.7014176776,34.0,15.0
2707,3308,23,23,1,1,0.0,0,0.81286,0,2,20.0,2.0,26,2.0,0,0.0823119278704,0.0823119278704,8.27526822156,8.27526822156,12.0,12.0,33.0,33.0,6.97912778259,18.4204964466,-11.441368664,30.0,35.0
2708,3308,17,0,19,0,0.0,0,1.1421,0,1,4.0,1.0,14,1.0,1,3.2908729085,,0.861916270369,,19.0,,14.0,,3.2908729085,0.861916270369,2.42895663813,19.0,14.0
2709,3308,9,9,23,23,0.0,0,0.95427,0,1,15.0,2.0,20,2.0,1,-3.94354604689,-3.94354604689,0.0823119278704,0.0823119278704,9.0,9.0,12.0,12.0,21.8555340514,6.97912778259,14.8764062688,36.0,30.0
2710,3308,1,0,15,0,0.0,0,1.1898,0,1,28.0,1.0,35,1.0,1,8.27526822156,,0.430285512184,,33.0,,13.0,,8.27526822156,0.430285512184,7.84498270938,33.0,13.0
2711,3308,17,17,19,19,0.0,0,0.83995,0,1,3.0,2.0,13,2.0,1,3.2908729085,3.2908729085,0.861916270369,0.861916270369,19.0,19.0,14.0,14.0,6.42302978547,5.01487958866,1.40815019681,28.0,24.0
2712,3308,23,0,15,15,0.0,0,1.1332,0,2,23.0,1.0,30,2.0,0,0.0823119278704,,0.430285512184,0.430285512184,12.0,,13.0,13.0,0.0823119278704,6.51778122636,-6.43546929849,12.0,29.0
2713,3308,13,1,1,1,0.0,0,0.73443,0,2,21.0,3.0,26,2.0,0,1.82354694602,8.27526822156,8.27526822156,8.27526822156,17.0,33.0,33.0,33.0,7.34310397269,18.4204964466,-11.0773924739,31.0,35.0
2714,3308,9,9,23,23,0.0,0,1.3566,0,1,15.0,2.0,20,2.0,1,-3.94354604689,-3.94354604689,0.0823119278704,0.0823119278704,9.0,9.0,12.0,12.0,21.8555340514,6.97912778259,14.8764062688,36.0,30.0
2715,3308,17,0,19,0,0.0,0,0.75603,0,1,4.0,1.0,14,1.0,1,3.2908729085,,0.861916270369,,19.0,,14.0,,3.2908729085,0.861916270369,2.42895663813,19.0,14.0
2716,3308,15,15,15,0,0.0,0,0.72979,0,1,30.0,2.0,35,1.0,1,0.430285512184,0.430285512184,0.430285512184,,13.0,13.0,13.0,,6.51778122636,0.430285512184,6.08749571418,29.0,13.0
2717,3308,23,13,15,15,0.0,0,0.79684,0,2,22.0,3.0,30,2.0,0,0.0823119278704,1.82354694602,0.430285512184,0.430285512184,12.0,17.0,13.0,13.0,6.10903022473,6.51778122636,-0.40875100163,27.0,29.0
2718,3308,23,23,1,0,0.0,0,1.8239,0,1,20.0,2.0,28,1.0,1,0.0823119278704,0.0823119278704,8.27526822156,,12.0,12.0,33.0,,6.97912778259,8.27526822156,-1.29614043897,30.0,33.0
2719,3308,17,0,17,3,0.0,0,0.836,0,2,4.0,1.0,11,3.0,0,3.2908729085,,3.2908729085,-6.81123358374,19.0,,19.0,7.0,3.2908729085,5.31194213466,-2.02106922616,19.0,25.0
2720,3308,30,0,9,9,0.0,0,0.72611,0,2,7.0,1.0,15,2.0,0,-8.19983789713,,-3.94354604689,-3.94354604689,6.0,,9.0,9.0,-8.19983789713,21.8555340514,-30.0553719485,6.0,36.0
2721,3308,19,0,30,16,0.0,0,1.3789,0,1,14.0,1.0,17,3.0,1,0.861916270369,,-8.19983789713,-36.7370244431,14.0,,6.0,1.0,0.861916270369,-10.4177152649,11.2796315353,14.0,5.0
2722,3308,23,19,1,1,0.0,0,0.80713,0,2,19.0,3.0,26,2.0,0,0.0823119278704,0.861916270369,8.27526822156,8.27526822156,12.0,14.0,33.0,33.0,3.58981454553,18.4204964466,-14.8306819011,20.0,35.0
2723,3308,3,3,2,0,0.0,0,0.81997,0,1,37.0,2.0,42,1.0,1,-6.81123358374,-6.81123358374,-1.2217965418,,7.0,7.0,10.0,,5.36297236205,-1.2217965418,6.58476890385,26.0,10.0
